breed_name,temperment,image,description,akc_rank,height,height_group,weight,weight_group,life_expectancy,group,brushing_scale,shedding_scale,energy_scale,trainability_scale,temperment_scale,color_options
Pekingese,"Affectionate, Loyal, Regal in Manner",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13153305/Pekingese-standing-in-the-grass.jpg,"The Pekingese, a compact toy companion of regal bearing and a distinctive rolling gait, is one of several breeds created for the ruling classes of ancient China. These are sophisticated dogs of undying loyalty and many subtle delights.",Ranks 92 of 197,6-9 inches,xsmall,14 pounds,featherweight,12-14 years,Toy Group,60%,60%,40%,20%,40%,"['Biscuit', 'Black', 'Black & Tan', 'Cream', 'Fawn', 'Fawn Sable', 'Gray', 'Red', 'Red Sable', 'White', 'Fawn Brindle', 'Gray Sable', 'Light Red', 'Red Brindle']"
Brussels Griffon,"Loyal, Alert, Curious",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01164202/Brussels-Griffon-sitting-outdoors.jpg,"Tipping the scales at no more than 12 pounds, this human-like toy of complex character has enough personality for 10 ordinary dogs. A sensitive companion for discerning grownups, the Brussels Griffon is smart, devoted, and comically self-important.",Ranks 98 of 197,7-10 inches,xsmall,8-10 pounds,featherweight,12-15 years,Toy Group,60%,60%,60%,60%,80%,"['Belge', 'Black', 'Black & Tan', 'Red', 'Blue', 'Brown', 'Chocolate', 'Tan', 'Wheaten']"
Biewer Terrier,"Intelligent, Devoted, Amusing",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/05140029/Biewer-Terrier-standing-on-a-white-background.jpg,"The Biewer Terrier is an elegant, longhaired, tri-colored toy terrier whose only purpose in life is to love and be loved. They maintain a charming, whimsical attitude well into adulthood. Carrying around a toy or two is not surprising.",,7-11 inches,xsmall,4-8 pounds,featherweight,16 years,Toy Group,60%,20%,40%,100%,100%,"['Black Tan & White', 'Blue Tan & White', 'Chocolate Tan & White']"
Yorkshire Terrier,"Affectionate, Sprightly, Tomboyish",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01125312/Yorkshire-Terrier-standing-outdoors-on-a-sunny-day.jpg,"Beneath the dainty, glossy, floor-length coat of a Yorkshire Terrier beats the heart of a feisty, old-time terrier. Yorkies earned their living as ratters in mines and mills long before they became the beribboned lapdogs of Victorian ladies.",Ranks 10 of 197,7-8 inches,xsmall,7 pounds,featherweight,11-15 years,Toy Group,100%,20%,60%,20%,80%,"['Black & Gold', 'Black & Tan', 'Blue & Gold', 'Blue & Tan']"
Maltese,"Gentle, Playful, Charming",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/08152421/Maltese-laying-down-in-a-chair.jpg,"The tiny Maltese, “Ye Ancient Dogge of Malta,” has been sitting in the lap of luxury since the Bible was a work in progress. Famous for their show-stopping, floor-length coat, Maltese are playful, charming, and adaptable toy companions.",Ranks 37 of 197,7-9 inches,xsmall,7 pounds,featherweight,12-15 years,Toy Group,80%,20%,60%,60%,100%,"['White', 'White & Lemon', 'White & Tan']"
Papillon,"Friendly, Alert, Happy",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12230042/Papillon-On-White-01.jpg,"The quick, curious Papillon is a toy dog of singular beauty and upbeat athleticism. Despite his refined appearance, the Pap is truly a “doggy dog” blessed with a hardy constitution. Papillon fanciers describe their breed as happy, alert, and friendly.",Ranks 54 of 197,8-11 inches,xsmall,5-10 pounds,featherweight,14-16 years,Toy Group,40%,60%,60%,100%,100%,"['White & Black', 'White & Lemon', 'White & Red', 'White & Sable', 'White Black & Tan', 'Black Brown & White', 'Black Red & White', 'Brown & White', 'Fawn & White', 'Red', 'Red White & Sable', 'Sable', 'White', 'White & Liver', 'White & Silver']"
Russian Toy,"Loyal, Smart, Charming",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03115758/Russian-Toy.8.jpg,"The Russian Toy is a small, elegant, lively dog with long legs, fine bones and lean muscles. They are active and cheerful, possessing keen intelligence and a desire to please. This breed loves to snuggle and be close to their human companions, although sometimes slightly aloof to strangers. They are neither cowardly nor aggressive.",,8-11 inches,xsmall,6.5 pounds,featherweight,12-14 years,Miscellaneous Class,40%,20%,60%,60%,80%,"['Black & Tan', 'Blue & Tan', 'Brown & Tan', 'Red', 'Red & Brown', 'Red Sable']"
Japanese Chin,"Charming, Noble, Loving",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20164850/Japanese-Chin-standing-outdoors.jpg,"The Japanese Chin is a charming toy companion of silky, profuse coat and an unmistakably aristocratic bearing. Often described as a distinctly “feline” breed, this bright and amusing lapdog is fastidious, graceful, and generally quiet.",Ranks 104 of 197,8-11 inches,xsmall,7-11 pounds,featherweight,10-12 years,Toy Group,40%,60%,60%,40%,40%,"['Black & White', 'Lemon & White', 'Sable & White', 'White & Black', 'Black White & Tan']"
Dandie Dinmont Terrier,"Independent, Smart, Proud",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12213000/Dandie-Dinmont-Terrier-slide-6.jpg,"The unique-looking Dandie Dinmont Terrier is a tough but dignified little exterminator. Sturdily built for the rigors of farm life, they will agreeably adapt to city living. Dandies are compact companions blessed with a big personality.",Ranks 176 of 197,8-11 inches,xsmall,18-24 pounds,lightweight,12-15 years,Terrier Group,80%,20%,60%,40%,40%,"['Mustard', 'Pepper']"
Portuguese Podengo Pequeno,"Playful, Charming, Lively",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/21133457/PPP-on-white.jpg,"Classified as a hound, the alert and playful little Portuguese Podengo Pequeno is a quick, athletic rabbit hunter of ancient lineage. Pequenos love to run, romp, and chase when outdoors but make charming and well-mannered housemates.",Ranks 154 of 197,8-12 inches,xsmall,9-13 pounds,featherweight,12-15 years,Hound Group,40%,60%,80%,60%,80%,"['Black', 'Chestnut', 'Fawn', 'Gold', 'Gray', 'Orange', 'Red', 'White & Black', 'White & Chestnut', 'White & Fawn', 'White & Gold', 'White & Gray', 'White & Orange', 'White & Red', 'White & Yellow', 'Yellow']"
Teddy Roosevelt Terrier,"Playful, Versatile, Intelligent",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12190133/Teddy-Roosevelt-Terrier-on-White-01.jpg,"The Teddy Roosevelt Terrier is a lively, friendly, affectionate dog with his family but can be somewhat of a one-person dog. With his strong protective nature and well-developed pack instincts, the Teddy Roosevelt Terrier gets along well with children (when raised with them), cats, and other dogs. He is a bold, tenacious hunter with seemingly unlimited energy whose size and endurance makes him an excellent hunter of squirrels and vermin.",,8-15 inches,xsmall,8-25 pounds,featherweight,14-16 years,Miscellaneous Class,40%,60%,80%,100%,80%,"['Black & White', 'Blue & White', 'Blue Fawn & White', 'Chocolate & White', 'Fawn & White', 'Lemon & White', 'Red & White', 'Sable & White', 'Silver & White', 'White & Apricot', 'White & Black', 'White & Blue', 'White & Blue Fawn', 'White & Chocolate', 'White & Fawn', 'White & Lemon', 'White & Red', 'White & Sable', 'White & Silver']"
Dachshund (standard),"Friendly, Curious, Spunky",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/07143620/Longhaired-Dachshund-standing-outdoors.jpg,"The famously long, low silhouette, ever-alert expression, and bold, vivacious personality of the Dachshund have made him a superstar of the canine kingdom. Dachshunds come in two sizes and in three coat types of various colors and patterns.",Ranks 12 of 197,8-9 inches,xsmall,16-32 pounds,lightweight,12-16 years,Hound Group,40%,40%,60%,60%,60%,"['Black & Cream', 'Black & Tan', 'Blue & Cream', 'Blue & Tan', 'Chocolate & Cream', 'Chocolate & Tan', 'Cream', 'Fawn (Isabella) & Cream', 'Fawn (Isabella) & Tan', 'Red', 'Wheaten', 'Wild Boar', 'Black', 'Chocolate', 'Fawn']"
Toy Fox Terrier,"Friendly, Alert, Intelligent",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223410/Toy-Fox-Terrier-On-White-03.jpg,"A diminutive satin-coated terrier with an amusing toy-dog personality, the Toy Fox Terrier is, as breed fanciers say, “truly a toy and a terrier.” They began as barnyard ratters but are today beguiling companions with a big personality.",Ranks 111 of 197,8.5-11.5 inches,xsmall,3.5-7 pounds,featherweight,13-15 years,Toy Group,40%,40%,80%,100%,80%,"['White & Black', 'White & Tan', 'White Black & Tan', 'White, Chocolate & Tan', 'White & Chocolate']"
Havanese,"Intelligent, Outgoing, Funny",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/27130852/Havanese-standing-outdoors.jpg,"Havanese, the only dog breed native to Cuba, are cheerful little dogs with a spring in their step and a gleam in their big, brown eyes. These vivacious and sociable companions are becoming especially popular with American city dwellers.",Ranks 24 of 197,8.5-11.5 inches,xsmall,7-13 pounds,featherweight,14-16 years,Toy Group,60%,40%,60%,80%,100%,"['Black', 'Black & Silver', 'Black & Tan', 'Black Brindle', 'Chocolate', 'Cream', 'Fawn', 'Gold', 'Gold Brindle', 'Gold Sable', 'Red', 'Red Brindle', 'Red Sable', 'Silver', 'Silver Brindle', 'White', 'Black & Silver Brindle', 'Black & Tan Brindle', 'Blue', 'Blue Brindle', 'Chocolate Brindle', 'Chocolate Sable', 'Fawn Brindle', 'Fawn Sable', 'Silver Sable']"
Russian Tsvetnaya Bolonka,"Playful, Charming, Inquisitive",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/19145436/Russian-Tsvetnaya-Bolonka-standing-on-a-white-background.jpg,"Russkaya Tsvetnaya Bolonka translates to ""Russian Colored Lapdog."" Bolonki were originally bred to be the ultimate house pet for apartment living. Sweet, loving, intelligent, and willing to please, he is friendly to all and shows no sign of aggression.",,9-10 inches,xsmall,4.5-11 pounds,featherweight,12-16 years,Foundation Stock Service,60%,20%,60%,60%,80%,"['Black', 'Brown', 'Gray', 'Red', 'Wolfgray', 'Blue', 'Cream', 'Fawn', 'Silver']"
Coton de Tulear,"Charming, Bright, Happy-Go-Lucky",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01142352/Coton-de-Tulears-sitting.jpg,"The Coton de Tulear, “Royal Dog of Madagascar,” is a bright, happy-go-lucky companion dog whose favorite activities include clowning, cavorting, and following their special human around the house. The Coton is small but robustly sturdy.",Ranks 81 of 197,9-10 inches,xsmall,8-13 pounds,featherweight,15-19 years,Non-Sporting Group,80%,40%,60%,80%,100%,"['White', 'Black']"
English Toy Spaniel,"Gentle, Playful, Intelligent",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12233503/English-Toy-Spaniel-On-White-01.jpg,"The merry English Toy Spaniel was bred to be the companion of kings. But ETS are spaniels first and pampered lapdogs second, and beneath the patrician exterior beats the heart of a real doggy dog—bright, loving, and willing to please.",Ranks 135 of 197,9-10 inches,xsmall,8-14 pounds,featherweight,10-12 years,Toy Group,60%,60%,60%,40%,60%,"['Black & Tan', 'Black White & Tan', 'Red', 'Red & White']"
Silky Terrier,"Friendly, Quick, Keenly Alert",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224133/Silky-Terrier-On-White-01.jpg,"A charming member of the AKC Toy Group, the compact, glossy-coated Silky Terrier is nonetheless a true terrier of energetic high spirits. The Silky, a native of Sydney, Australia, is larger than his close cousin, the Yorkshire Terrier.",Ranks 112 of 197,9-10 inches,xsmall,10 pounds,featherweight,13-15 years,Toy Group,60%,40%,60%,60%,60%,"['Black', 'Black & Tan', 'Blue', 'Blue & Tan', 'Blue Silver & Tan', 'Cream', 'Fawn', 'Gray', 'Gray & Tan', 'Platinum', 'Silver', 'Silver & Tan', 'Silver Black & Tan']"
Norfolk Terrier,"Fearless, Alert, Fun-Loving",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/15104735/Norfolk-Terrier-sitting-in-the-grass.1.jpg,"Norfolk Terriers are little, cute, and loyal, and they will gladly curl up in your lap, but don’t dare call them lapdogs. Norfolks, despite their toyish qualities, are genuine terriers—feisty, confident, sturdy, and game for adventure.",Ranks 126 of 197,9-10 inches,xsmall,11-12 pounds,featherweight,12-16 years,Terrier Group,40%,60%,60%,60%,80%,"['Black & Tan', 'Grizzle', 'Red', 'Red Wheaten', 'Brown', 'Wheaten']"
Shih Tzu,"Affectionate, Playful, Outgoing",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224329/Shih-Tzu-On-White-01.jpg,"That face! Those big dark eyes looking up at you with that sweet expression! It’s no surprise that Shih Tzu owners have been so delighted with this little “Lion Dog” for a thousand years. Where Shih Tzu go, giggles and mischief follow.",Ranks 20 of 197,9-10.5 inches,xsmall,9-16 pounds,featherweight,10-18 years,Toy Group,80%,20%,60%,60%,80%,"['Black', 'Black & White', 'Blue', 'Blue & White', 'Brindle', 'Brindle & White', 'Gold', 'Gold & White', 'Liver', 'Liver & White', 'Red', 'Red & White', 'Silver', 'Silver & White', 'Black Gold & Silver', 'Black Gold & White', 'Black White & Silver', 'Silver Gold & White', 'White']"
Affenpinscher,"Confident, Famously Funny, Fearless",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30174107/Affenpinscher-copy.jpg,"The Affenpinscher: loyal, curious, and famously amusing; this almost-human toy dog is fearless out of all proportion to his size. As with all great comedians, it’s the Affenpinscher’s apparent seriousness of purpose that makes his antics all the more amusing.",Ranks 148 of 197,9-11.5 inches,xsmall,7-10 pounds,featherweight,12-15 years,Toy Group,60%,60%,60%,80%,100%,"['Belge', 'Black', 'Black & Silver', 'Black & Tan', 'Red']"
American Eskimo Dog (toy),"Playful, Perky, Smart",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13001724/American-Eskimo-Dog-On-White-01.jpg,"The American Eskimo Dog combines striking good looks with a quick and clever mind in a total brains-and-beauty package. Neither shy nor aggressive, Eskies are always alert and friendly, though a bit conservative when making new friends.",Ranks 122 of 197,9-12 inches,xsmall,6-10 pounds,featherweight,13-15 years,Non-Sporting Group,40%,60%,80%,100%,100%,"['White', 'White & Biscuit']"
Cairn Terrier,"Alert, Cheerful, Busy",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12164822/Cairn-Terrier-sitting-in-the-grass.jpg,"Cairn Terriers are happy, busy little earthdogs originally bred to fearlessly root out foxes and other small, furred prey in the rocky Scottish countryside. Curious and alert, Cairns like having a place where they can explore and dig.",Ranks 69 of 197,9.5 inches,xsmall,13 pounds,featherweight,13-15 years,Terrier Group,40%,40%,60%,60%,80%,"['Black', 'Black Brindle', 'Brindle', 'Cream', 'Cream Brindle', 'Gray', 'Gray Brindle', 'Red', 'Red Brindle', 'Silver', 'Wheaten', 'Red Wheaten', 'Silver Brindle', 'Silver Wheaten', 'Wheaten Brindle']"
Skye Terrier,"Courageous, Good-Tempered, Canny",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26164828/Skye-Terrier-standing-outdoors-in-profile.jpg,"“The heavenly breed with the heart of a lion,” the long, low, and level Skye Terrier is among the AKC’s most distinctive-looking breeds. This elegant but sturdy aristocrat was bred as an exterminator on Scotland’s remote Isle of Skye.",Ranks 178 of 197,9.5 inches,xsmall,35-45 pounds,middleweight,12-14 years,Terrier Group,80%,60%,60%,40%,40%,"['Black', 'Blue', 'Cream', 'Fawn', 'Gray', 'Platinum', 'Silver']"
Bichon Frise,"Playful, Curious, Peppy",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13000402/Bichon-Frise-On-White-03.jpg,"The small but sturdy and resilient Bichon Frise stands among the world’s great “personality dogs.” Since antiquity, these irresistible canine comedians have relied on charm, beauty, and intelligence to weather history’s ups and downs.",Ranks 46 of 197,9.5-11.5 inches,xsmall,12-18 pounds,featherweight,14-15 years,Non-Sporting Group,100%,20%,60%,60%,100%,"['White', 'White & Apricot', 'White & Buff', 'White & Cream']"
